,original,paraphrase
519,"Davek na dohodek pravnih oseb (davek od dobička) v večini sodobnih davčnih sistemov ne pomeni pomembnejšega fiskalnega vira. Enako je tudi v Sloveniji. Pri nas to področje ureja Zakon o dohodkih pravnih oseb (v nadaljevanju ZDDPO-1). Verjetno ste si kdaj že zastavili vprašanje: Zakaj pravna oseba sploh plačuje davke? Navsezadnje imajo do dobičkov, ki jih ustvarijo pravne osebe, vedno pravico fizične osebe. Ti dobički končajo v žepih lastnikov pravnih oseb. Povsem samoumevno se zdi, da so dobički podjetij obdavčeni proporcialno, z eno samo davčno stopnjo. Po drugi strani pa je večini povsem samoumevno, da morajo biti »dobički« fizičnih oseb obdavčeni progresivno. V članku si bomo ogledali, kako zaradi drugačnih pravil oblikovanja davčne osnove v letu 2005 dejanska davčna stopnja pri obdavčitvi dobička ni proporcionalna (glede na ugotovljeni poslovni izid pred obdavčitvijo) v primerjavi s poslovnim izidom za posamezno podjetje v različnih poslovnih letih. Davčna stopnja","Davek od dohodkov pravnih oseb (davek od dobička) v večini sodobnih davčnih sistemov ne predstavlja pomembnega davčnega vira. Enako velja v Sloveniji. V Sloveniji je to področje urejeno z Zakonom o davku od dohodkov pravnih oseb (v nadaljevanju ZDDPO-1). Verjetno ste že postavili vprašanje: Zakaj pravna oseba plačuje davke na vseh stopnjah? Fizične osebe imajo vedno pravico do dobička, ki ga ustvarijo pravne osebe. Ti dobički končajo v žepih lastnikov pravnih oseb. Samoumevno je, da so dobički družb sorazmerni, z enotno davčno stopnjo. Po drugi strani pa je povsem samoumevno, da je treba obdavčiti ""dobiček"" fizičnih oseb. V tem članku si bomo ogledali, kako zaradi različnih pravil o nastanku dobička v letu 2005, davčna stopnja ni sorazmerna z dejansko davčno stopnjo."
520,Naslov: *,: naslov *
521,"Avtor: Silva Koritnik Rakela Vir: Podjetnik, oktober, 2005",": Avtor Silva Koritnik Rakela Vir: Podjetnik, oktober, 2005"
522,Pišite nam,Kontaktirajte nas zdaj
523,sodeluj,Sodelovanje z
524,Podjetnik - direktor,Podjetnik - direktor
525,E-poslovanje in tehnologija,E-poslovanje in tehnologija
526,Franšizing,franšizing za
527,08.10.2003,08.10.2003
528,Domov,Dom za
529,BREZPLAČNO,Brezplačno na voljo
530,zakaj v podjetniku?,Zakaj ravno podjetnik?
531,Marketing in prodaja,Trženje in prodaja
532,E-poslovanje in tehnologija,E-poslovanje in tehnologija
533,Ogledalo državi,Ogledalo države ogledalo
534,PODJETNIK OSEBNO,Podjetje je osebno
535,"Avtor: Saša Prešern Vir: Podjetnik, maj, 2003 To pomeni, da na stare stroje, ki jih uporabljamo v svoji delavnici ali tovarni, ne bomo pritrjevali oznak CE. Zagotovili pa bomo, da bodo ti stroji varni. 2. Ali ima lahko naprava več oznak CE? Da, a le v izjemnih primerih. Več oznak CE imajo na primer zapletene naprave, kjer so vgrajeni deli, ki so načeloma lahko samostojno na trgu in je zanje predvideno označevanje s CE. Takšna sta na primer stroj z varnostno komponento, ki je posebej označena s CE, ali sklop oziroma linija strojev, ki je sestavljena iz več samostojnih strojev, kjer je vsak posebej označen s CE. Proizvajalec označi celoto takih izdelkov tako, da oznako CE namesti na ploščico s podatki in jo pritrdi tako, da kar se da nazorno označi celoto, na primer ob skupnem krmilnem sistemu. Če v naši proizvodnji samo povežemo več strojev v enovito celoto, smo s tem postali proizvajalec celotnega sestava strojev in moramo za tak sestav izpolniti vse zahteve zakonodaje, vključno z oznako CE. Isto velja za stroj ali napravo, ki jo naredimo samo za svojo lasno uporabo. 3. Ali je treba izdelek, ki ne gre na trg, temveč je namenjen za vgradnjo, označiti s CE? Izdelek, ki predvideva označevanje s CE, je treba označiti s to oznako, potem ko so bili opravljeni vsi postopki, ki so za to potrebni. Dejstvo, da izdelek ne gre na trg, ampak v vgradnjo, pri tem ničesar ne spremeni. Če kdo v Evropsko unijo uvozi izdelke, za katere se zahteva označevanje s CE, a so brez te oznake, mora biti jasno, da takšni izdelki niso primerni za trg EU. V takem primeru mora uvoznik oziroma proizvajalec v EU opraviti vse potrebne postopke, saj mora v svoj končni izdelek vgraditi izdelek, ki je označen s CE in nato označiti še končni izdelek s CE. Primer: elektromotor, ki je vgrajen v stroj, mora biti označen s CE (zaradi smernic LVD o električni opremi in EMC o elektromagnetni združljivosti). Sestavnega dela, ki je namenjen za vgradnjo v stroj , pa ni treba označiti s CE, razen če to ni potrebno zaradi drugih smernic. Dokončani stroj ima nato oznako CE za stroj kot celoto. 4. Kako velika mora biti oznaka CE? Zaradi čitljivosti mora biti oznaka CE visoka najmanj 5 mm. Za zelo majhne izdelke so možna odstopanja od te minimalne dimenzije pri smernicah o strojih, osebni zaščitni opremi, aktivnih medicinskih pripomočkih za vsaditev, medicinskih pripomočkih, napravah za uporabo v potencialno eksplozivnih atmosferah, dvigalih (za varnostne komponente), diagnostičnih medicinskih napravah ter pri radijski in telekomunikacijske terminalski opremi. Isto velja za oznako skladnosti pri pomorski opremi. Oznaka mora biti nezbrisljiva, tako da je v normalnih okoliščinah ne moremo odstraniti, ne da bi se to poznalo. Nekateri standardi za proizvode uporabljajo na primer preskus odstranjevanja z vodo in petrolejskimi špiriti. To ne pomeni, da mora biti oznaka CE sestavni del izdelka. 5. Kam pritrditi oznako CE? Oznaka CE mora biti praviloma nameščena na izdelek ali na ploščico s podatki o izdelku. Izjemoma, kadar tega pravila ni mogoče upoštevati, pa je oznaka CE lahko tudi drugje, na primer na embalaži in na spremnem dokumentu. To se lahko zgodi v primerih: V takih primerih mora biti oznaka CE nameščena na embalažo, če ta obstaja, in na spremne dokumente izdelka, kadar ustrezna smernica predpisuje take dokumente. Nikakor pa ne smemo oznake CE opustiti ali prestaviti na embalažo ali spremne dokumente le zaradi estetskih razlogov. Lahko je na primer nameščena na zadnjo ali spodnjo stran izdelka, če je izdelek tak, da ga z lahkoto dvignemo in oznako pogledamo. 6. Ali oznaka CE nadomešča obvezne oznake skladnosti? Oznaka CE nadomešča vse obvezne oznake skladnosti, ki imajo enak pomen in so veljale pred harmonizacijo. Te nacionalne oznake skladnosti so nezdružljive z oznako CE in bi pomenile kršitev ustreznih smernic EU. Države članice pri prevzemanju smernic uvedejo oznako CE v svojo nacionalno zakonodajo in administrativne postopke. Prav tako pa v svojo zakonodajo ne uvajajo nobenih drugih oznak skladnosti, ki bi pomenile isto kot oznaka CE. Lastniki trgovskih oznak, ki so podobne oznaki CE, in so jih ti pridobili pred uvedbo oznake CE, so zaščiteni in jim teh znamenj ni možno odvzeti, saj naj praviloma ne bi bilo nevarnosti za zavajanje organov tržne inšpekcije, distributerjev, uporabnikov, potrošnikov ali drugih. 7. Ali imajo druge oznake drugačen pomen kot oznaka CE? Glede na cilje tehnične harmonizacije morajo imeti dodatne oznake na izdelku drugačno funkcijo kot oznaka CE. Te dodatne oznake bi morale pomeniti dodatno vrednost, s tem, da označujejo skladnost s cilji, ki so drugačni od tistih, na katere se nanaša oznaka CE (na primer z okoljskimi vidiki). Kupci včasih zahtevajo še dodatno označevanje in certificiranje izdelkov. To je njihova pravica, saj lahko kupec postavlja svoje komercialne zahteve, ki so zunaj zakonodaje. Takih oznak ne gledajo niti organi tržnega nadzora niti carina. Vedno pa morajo prostovoljne oznake in certifikati pomeniti dodat","Avtor Saša Prešeren Vir Podjetnik, maj, 2003 To pomeni, da stari stroji, ki se uporabljajo v naši delavnici ali tovarni, ne bodo opremljeni z oznako CE. Vendar pa bomo zagotovili, da bodo ti stroji varni. 2. Ali ima lahko naprava več oznak CE? Da, vendar le v izjemnih primerih. Več naprav za označevanje CE, na primer, imajo kompleksne naprave, kjer so nameščeni deli, ki so načeloma lahko na trgu neodvisni in za katere je predvidena oznaka CE. Tako je stroj z varnostno komponento, ki je posebej označena z oznako CE: ali sklop ali linija strojev, ki je sestavljena iz več samostojnih naprav, kjer je vsaka označena z oznako CE. Proizvajalec označi vse tovrstne izdelke tako, da namesti oznako CE na tipsko ploščico in jo pritrdi na tak način, da je kar se da jasno označiti celoto, na primer, poleg skupnega nadzornega sistema. Če v naši proizvodnji povežemo le več strojev v enotno celoto, smo postali proizvajalec celotnega sklopa strojev in za takšen sestav moramo izpolnjevati vse zahteve zakonodaje, vključno z oznako CE. Enako velja za stroj ali napravo, ki jo izdelujemo le za lastno uporabo. 3. Če je izdelek, ki ni dan na trg, temveč je namenjen za vgradnjo, označen z oznako CE? Dejstvo, da izdelek ne gre na trg, temveč se vgrajuje, ne spremeni ničesar. Če nekdo v Evropsko unijo uvaža izdelke, za katere je potrebna oznaka CE, vendar so brez oznake CE, mora biti jasno, da takšni izdelki niso primerni za trg EU. V takem primeru mora uvoznik ali proizvajalec v EU izvesti vse potrebne postopke, saj mora izdelek, ki ima oznako CE, vključiti v svoj končni izdelek in ga nato označiti tudi z oznako CE. : Primer električnega motorja, nameščenega v stroj, mora imeti oznako CE (za LVD na električni opremi in EMC na elektromagnetni združljivosti). Vendar pa komponente, namenjene namestitvi v stroj, ni treba označiti z oznako CE, razen če tega ne zahtevajo druge smernice. Končni stroj mora biti nato označen z oznako CE za stroj kot celoto. 4. Kakšne velikosti naj bo oznaka CE Zaradi čitljivosti mora biti oznaka CE visoka vsaj 5 mm. Za zelo majhne izdelke lahko pride do odstopanj od te minimalne dimenzije v smernicah za stroje, osebno zaščitno opremo, aktivne vsadne medicinske pripomočke, medicinske pripomočke za uporabo v potencialno eksplozivnih atmosferah, dvigala (za varnostne komponente), diagnostične medicinske naprave in radijske ter telekomunikacijske terminalne naprave. Enako velja za označevanje skladnosti pomorske opreme. Oznaka mora biti neizbrisna, tako da je v normalnih okoliščinah ni mogoče odstraniti, ne da bi to vedeli. Nekateri standardi za izdelke na primer uporabljajo preskus odstranjevanja z vodo in naftnimi žganji. To ne pomeni, da mora biti oznaka CE sestavni del izdelka. 5. Kje namestiti oznako CE? Oznaka CE mora biti praviloma nameščena na izdelek ali na tablico s podatki o izdelku. Izjemoma, kadar tega pravila ni mogoče upoštevati, se lahko oznaka CE namesti tudi drugje, na primer na embalažo in na spremni dokument. To se lahko zgodi v takih primerih: v takih primerih je treba oznako CE namestiti na embalažo, če obstaja, in na spremne dokumente izdelka, kadar ustrezne smernice predpisujejo takšne dokumente. V nobenem primeru se oznaka CE ne sme opustiti ali premakniti na embalažo ali spremljajoče dokumente samo iz estetskih razlogov. Lahko se na primer pritrdi na zadnjo ali spodnjo stran izdelka, če je izdelek takšen, da ga je mogoče zlahka dvigniti in pogledati na oznako. 6. Ali oznaka CE nadomešča obvezno oznako skladnosti? znak CE nadomešča vse obvezne oznake skladnosti, ki imajo enak pomen in so bile v veljavi pred harmonizacijo. Te nacionalne oznake skladnosti so nezdružljive z oznako CE in bi kršile ustrezne smernice EU. Države članice pri sprejemanju smernic v svojo nacionalno zakonodajo in upravne postopke uvedejo oznako CE. Prav tako v svojo zakonodajo ne uvajajo nobene druge oznake skladnosti, ki bi imela enak pomen kot oznaka CE. Lastniki blagovnih znamk, podobnih oznaki CE, ki so jih pridobili pred uvedbo oznake CE, so zaščiteni in jim takih oznak ni mogoče odvzeti, saj običajno ne obstaja nevarnost zavajanja organov za tržni nadzor, distributerjev, uporabnikov, potrošnikov ali drugih. 7. Ali imajo druge oznake drugačen pomen kot oznaka CE? Glede na cilje tehničnega usklajevanja mora imeti dodatna oznaka na izdelku drugačno funkcijo kot oznaka CE. Te dodatne oznake bi morale imeti dodatno vrednost, saj označujejo skladnost s cilji, ki so drugačni od tistih, za katere se uporablja oznaka CE."
536,Zadnja številka Arhiv revij Naročam revijo Oglaševanje v reviji Naročniški kotiček,Zadnja številka revije Arhiv Naročanje revije Oglaševanje v reviji Oborniški kot
537,© Revija Podjetnik. Vse pravice pridržane. ISSN 1581-0909 Produkcija Kivi Com d.o.o. & Arctur d.o.o.,Vse pravice pridržane ISSN 1581-0909 Produkcija Kivi Com d.o.o. & Arctur d.o.o.
538,oglaševanje,oglaševalske storitve
539,Strategija,Strategija za
540,Družinsko podjetništvo,Družinska podjetja
541,Poiščite idejo,Poišči si idejo
542,Podjetniške priložnosti,Podjetniške priložnosti
543,Ime:,Ime: Ime
544,Vsebina: *,: Vsebina *
545,Polja označena z * so obvezna. Dolžina posameznega komentarja je omejena na 1000 znakov,"Polja, označena z *, so obvezna. Dolžina posameznega komentarja je omejena na 1000 znakov"
546,Prijavi,Prijava v storitev
547,cenik - pokroviteljstvo,Cenik - patronažno varstvo
548,oglaševanje,oglaševalske storitve
549,MOJE PODJETJE,Moja poslovna podjetja
550,Marketing in prodaja,Trženje in prodaja
551,Pregled po dejavnostih,Pregled po industriji
552,Oddaj brezplačni mali oglas,Pošljite nam brezplačni oglas
553,Servisna stran,Servisna stran
554,"""prefakturira"" se strošek z odbitnim davkom in","dajatev se ""fakturira ""z odbitnim davkom; in"
555,Ime:,Ime: Ime
556,Brezplačna knjiga,Brezplačna knjiga →
557,podjetje,ime podjetja
558,SPOZNAJTE ...,"Prosimo, upoštevajte..."
559,Izpis člankov Izpis člankov Izpis člankov Izpis člankov,Kopiranje člankov Kopiranje člankov Kopiranje člankov Kopiranje člankov
560,Posvojiteljski dopust,Posvojitveni dopust
561,08.10.2003,08.10.2003
562,Polja označena z * so obvezna. Dolžina posameznega komentarja je omejena na 1000 znakov,"Polja, označena z *, so obvezna. Dolžina posameznega komentarja je omejena na 1000 znakov"
563,oglaševanje,oglaševalske storitve
564,Ljudje,Ljudje so se
565,Poslovne angele in tvegani kapital,Poslovni angeli in tvegani kapital
566,Pregled po dejavnostih,Pregled po industriji
567,Išči po oglasih,Iskanje po oglasih
568,Domov,Dom za
569,Zemljevid strani,Zemljevid spletnega mesta
570,Iskalnik,iskalnik.
571,Brezplačna knjiga,Brezplačna knjiga →
572,cenik - revija,Cena - časopis
573,cenik - internet,Cenik - internet - internet
574,Strategija,Strategija za
575,Marketing in prodaja,Trženje in prodaja
576,Podkupnina ali darilo?,Podkupnina ali darilo?
577,naročilo revije,Naročite si revijo
578,PRIZNANJA,o priznanju
579,Družinsko podjetništvo,Družinska podjetja
580,Poslovne angele in tvegani kapital,Poslovni angeli in tvegani kapital
581,Podjetniške priložnosti,Podjetniške priložnosti
582,PODJETNIK OSEBNO,Podjetje je osebno
583,"Komentarjev ne cenzuriramo, samo v skrajnih primerih, ko gre za spodbujanje nestrpnosti, navajanje h kriminalnim dejanjem ipd. Za mnenja ne odgovarjamo.","Komentarjev ne cenzuriramo, le v skrajnih primerih, ko gre za spodbujanje nestrpnosti, navajanje na kazniva dejanja itd. Za mnenja nismo odgovorni."
584,© Revija Podjetnik. Vse pravice pridržane. ISSN 1581-0909 Produkcija Kivi Com d.o.o. & Arctur d.o.o.,Vse pravice pridržane ISSN 1581-0909 Produkcija Kivi Com d.o.o. & Arctur d.o.o.
585,zakaj v podjetniku?,Zakaj ravno podjetnik?
586,zadnja sprememba 02.06.2006,zadnja sprememba 02.06.2006
587,E-mail:,E-pošta: E-pošta:
588,Oglasi pokroviteljev,Sponzorski oglasi
589,PRODAJNA MESTA,Mesto za prodajo
590,Priznanje Podjetnik leta,Podjetnik po letu
591,Podjetniške priložnosti,Podjetniške priložnosti
592,MALE SKRIVNOSTI,Druge majhne skrivnosti
593,Kultura poslovnega obdarovanja,Poslovna darilna kultura
594,Polja označena z * so obvezna. Dolžina posameznega komentarja je omejena na 1000 znakov,"Polja, označena z *, so obvezna. Dolžina posameznega komentarja je omejena na 1000 znakov"
595,"Komentarjev ne cenzuriramo, samo v skrajnih primerih, ko gre za spodbujanje nestrpnosti, navajanje h kriminalnim dejanjem ipd. Za mnenja ne odgovarjamo.","Komentarjev ne cenzuriramo, le v skrajnih primerih, ko gre za spodbujanje nestrpnosti, navajanje na kazniva dejanja itd. Za mnenja nismo odgovorni."
596,"Avtor: Primož Kaučič Vir: Podjetnik, oktober, 2002",": Avtor Primož Kaučič Vir: Podjetnik, oktober, 2002"
597,Natisni,Tiskanje za tiskanje
598,Zemljevid strani,Zemljevid spletnega mesta
599,Zadnja številka Arhiv revij Naročam revijo Oglaševanje v reviji Naročniški kotiček,Zadnja številka revije Arhiv Naročanje revije Oglaševanje v reviji Oborniški kot
